"Number" "Date" "Time" "Interface" "Origin" "Type" "Action" "Service" "Source Port" "Source" "Destination" "Protocol" "Rule" "Rule Name" "Current Rule Number" "User" "Information" "Product" "Source Machine Name" "Source User Name"
"8522621" "8Jun2023" "8:29:11" "eth1" "fwnetels" "Log" "Accept" "https" "50034" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8526090" "8Jun2023" "8:32:47" "eth1" "fwnetels" "Log" "Accept" "https" "50127" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8594490" "8Jun2023" "9:27:26" "eth1" "fwnetels" "Log" "Accept" "https" "56236" "192.100.100.165" "3.223.224.44" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8636743" "8Jun2023" "9:59:23" "eth1" "fwnetels" "Log" "Accept" "https" "54639" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8637015" "8Jun2023" "9:59:25" "eth1" "fwnetels" "Log" "Accept" "https" "54668" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8711174" "8Jun2023" "10:55:13" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51440" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8741007" "8Jun2023" "11:16:48" "eth1" "fwnetels" "Log" "Accept" "https" "56622" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8741008" "8Jun2023" "11:16:48" "eth1" "fwnetels" "Log" "Accept" "https" "56623" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8876396" "8Jun2023" "13:04:49" "eth1" "fwnetels" "Log" "Accept" "https" "55880" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8876542" "8Jun2023" "13:04:54" "eth1" "fwnetels" "Log" "Accept" "https" "55961" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8876545" "8Jun2023" "13:04:54" "eth1" "fwnetels" "Log" "Accept" "https" "55965" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8887237" "8Jun2023" "13:16:18" "eth1" "fwnetels" "Log" "Accept" "https" "56254" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8902015" "8Jun2023" "13:27:13" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "52512" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8902017" "8Jun2023" "13:27:13" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "50971" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8910196" "8Jun2023" "13:34:38" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "49914" "SRV_Demeter" "74.123.224.40" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8914314" "8Jun2023" "13:38:47" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "51113" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8925458" "8Jun2023" "13:47:49" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "52824" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"8993025" "8Jun2023" "14:53:52" "eth1" "fwnetels" "Log" "Accept" "https" "56791" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8993043" "8Jun2023" "14:53:52" "eth1" "fwnetels" "Log" "Accept" "https" "56798" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"8993044" "8Jun2023" "14:53:52" "eth1" "fwnetels" "Log" "Accept" "https" "56799" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9027853" "8Jun2023" "15:25:15" "eth1" "fwnetels" "Log" "Accept" "https" "60411" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9027870" "8Jun2023" "15:25:15" "eth1" "fwnetels" "Log" "Accept" "https" "60414" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9027871" "8Jun2023" "15:25:15" "eth1" "fwnetels" "Log" "Accept" "https" "60415" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9029033" "8Jun2023" "15:25:56" "eth1" "fwnetels" "Log" "Accept" "https" "63683" "HOST_BoulericeA" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9030094" "8Jun2023" "15:26:45" "eth1" "fwnetels" "Log" "Accept" "https" "60653" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9030096" "8Jun2023" "15:26:45" "eth1" "fwnetels" "Log" "Accept" "https" "60655" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9030097" "8Jun2023" "15:26:45" "eth1" "fwnetels" "Log" "Accept" "https" "60656" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9051889" "8Jun2023" "15:46:04" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "52876" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"9096994" "8Jun2023" "16:54:12" "eth1" "fwnetels" "Log" "Accept" "https" "63357" "192.100.100.98" "3.223.224.44" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9583432" "9Jun2023" "9:08:40" "eth1" "fwnetels" "Log" "Accept" "https" "60489" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9583440" "9Jun2023" "9:08:40" "eth1" "fwnetels" "Log" "Accept" "https" "60491" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9584547" "9Jun2023" "9:09:34" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "50937" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"9584553" "9Jun2023" "9:09:34" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "51595" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"9586523" "9Jun2023" "9:11:20" "eth1" "fwnetels" "Log" "Accept" "https" "60700" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9587234" "9Jun2023" "9:11:40" "eth1" "fwnetels" "Log" "Accept" "https" "60874" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9588489" "9Jun2023" "9:13:01" "eth1" "fwnetels" "Log" "Accept" "https" "60958" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9590429" "9Jun2023" "9:15:54" "eth1" "fwnetels" "Log" "Accept" "https" "61036" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9729813" "9Jun2023" "11:38:40" "eth1" "fwnetels" "Log" "Accept" "https" "60953" "HOST_GregusJ" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9730201" "9Jun2023" "11:38:52" "eth1" "fwnetels" "Log" "Accept" "https" "61047" "HOST_GregusJ" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9750817" "9Jun2023" "12:02:44" "eth1" "fwnetels" "Log" "Accept" "https" "53800" "192.100.100.165" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9764974" "9Jun2023" "12:20:24" "eth1" "fwnetels" "Log" "Accept" "https" "62757" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9764982" "9Jun2023" "12:20:24" "eth1" "fwnetels" "Log" "Accept" "https" "62759" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9771325" "9Jun2023" "12:26:56" "eth1" "fwnetels" "Log" "Accept" "https" "62914" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9890122" "9Jun2023" "14:42:43" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "51816" "SRV_Beta" "108.162.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"9893081" "9Jun2023" "14:46:52" "eth1" "fwnetels" "Log" "Accept" "https" "62494" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9907405" "9Jun2023" "15:03:39" "eth1" "fwnetels" "Log" "Accept" "https" "63113" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9912549" "9Jun2023" "15:11:40" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "53380" "SRV_NS" "74.123.224.40" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"9920152" "9Jun2023" "15:23:55" "eth1" "fwnetels" "Log" "Accept" "https" "63976" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9933614" "9Jun2023" "15:45:20" "eth1" "fwnetels" "Log" "Accept" "https" "64666" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"9970224" "9Jun2023" "16:57:06" "eth1" "fwnetels" "Log" "Accept" "https" "50610" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11423648" "12Jun2023" "7:18:01" "eth1" "fwnetels" "Log" "Accept" "https" "55104" "192.100.100.254" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11423650" "12Jun2023" "7:18:01" "eth1" "fwnetels" "Log" "Accept" "https" "55109" "192.100.100.254" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11603662" "12Jun2023" "9:51:56" "eth1" "fwnetels" "Log" "Accept" "https" "53976" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11603987" "12Jun2023" "9:52:07" "eth1" "fwnetels" "Log" "Accept" "https" "54029" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11607411" "12Jun2023" "9:54:15" "eth1" "fwnetels" "Log" "Accept" "https" "54154" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11637451" "12Jun2023" "10:15:45" "eth1" "fwnetels" "Log" "Accept" "https" "58159" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11638975" "12Jun2023" "10:17:10" "eth1" "fwnetels" "Log" "Accept" "https" "58264" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11638976" "12Jun2023" "10:17:10" "eth1" "fwnetels" "Log" "Accept" "https" "58265" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11652783" "12Jun2023" "10:29:20" "eth1" "fwnetels" "Log" "Accept" "https" "54586" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11652790" "12Jun2023" "10:29:20" "eth1" "fwnetels" "Log" "Accept" "https" "54587" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11665883" "12Jun2023" "10:43:05" "eth1" "fwnetels" "Log" "Accept" "https" "58436" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11670575" "12Jun2023" "10:46:59" "eth1" "fwnetels" "Log" "Accept" "https" "54728" "HOST_JuneauS" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11674288" "12Jun2023" "10:49:27" "eth1" "fwnetels" "Log" "Accept" "https" "58555" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11708921" "12Jun2023" "11:19:00" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52180" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"11874569" "12Jun2023" "13:24:31" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "53306" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"11874626" "12Jun2023" "13:24:35" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52609" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"11911231" "12Jun2023" "14:08:28" "eth1" "fwnetels" "Log" "Accept" "https" "50553" "192.100.100.207" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11925762" "12Jun2023" "14:22:46" "eth1" "fwnetels" "Log" "Accept" "https" "59741" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11925825" "12Jun2023" "14:22:47" "eth1" "fwnetels" "Log" "Accept" "https" "59766" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11949282" "12Jun2023" "14:43:43" "eth1" "fwnetels" "Log" "Accept" "https" "60024" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11949356" "12Jun2023" "14:43:44" "eth1" "fwnetels" "Log" "Accept" "https" "60050" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"11955758" "12Jun2023" "14:50:51" "eth1" "fwnetels" "Log" "Accept" "https" "56413" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12016441" "12Jun2023" "15:50:38" "eth1" "fwnetels" "Log" "Accept" "https" "60890" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12016508" "12Jun2023" "15:50:39" "eth1" "fwnetels" "Log" "Accept" "https" "60916" "192.100.100.65" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12091498" "12Jun2023" "17:46:35" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "52604" "SRV_Beta" "216.123.224.131" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"12424012" "13Jun2023" "7:42:48" "eth1" "fwnetels" "Log" "Accept" "https" "60619" "192.100.100.236" "3.223.224.44" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12589664" "13Jun2023" "9:57:27" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "51670" "SRV_Beta" "216.123.224.131" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"12633571" "13Jun2023" "10:30:33" "eth1" "fwnetels" "Log" "Accept" "https" "64624" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12633607" "13Jun2023" "10:30:33" "eth1" "fwnetels" "Log" "Accept" "https" "64632" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12633608" "13Jun2023" "10:30:33" "eth1" "fwnetels" "Log" "Accept" "https" "64633" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12651537" "13Jun2023" "10:45:54" "eth1" "fwnetels" "Log" "Accept" "https" "58006" "HOST_FournierF" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12660597" "13Jun2023" "10:53:42" "eth1" "fwnetels" "Log" "Accept" "https" "65113" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12660609" "13Jun2023" "10:53:43" "eth1" "fwnetels" "Log" "Accept" "https" "65121" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12669173" "13Jun2023" "11:02:22" "eth1" "fwnetels" "Log" "Accept" "https" "49546" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12669187" "13Jun2023" "11:02:22" "eth1" "fwnetels" "Log" "Accept" "https" "49555" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12669191" "13Jun2023" "11:02:22" "eth1" "fwnetels" "Log" "Accept" "https" "49559" "HOST_DemetrisN" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12750845" "13Jun2023" "12:09:01" "eth1" "fwnetels" "Log" "Accept" "https" "65453" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12906399" "13Jun2023" "14:18:53" "eth1" "fwnetels" "Log" "Accept" "https" "61053" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12907149" "13Jun2023" "14:19:28" "eth1" "fwnetels" "Log" "Accept" "https" "61102" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12907152" "13Jun2023" "14:19:28" "eth1" "fwnetels" "Log" "Accept" "https" "61103" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12914110" "13Jun2023" "14:25:18" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51527" "SRV_NS" "74.123.224.40" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"12924356" "13Jun2023" "14:34:53" "eth1" "fwnetels" "Log" "Accept" "https" "61608" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12924499" "13Jun2023" "14:35:03" "eth1" "fwnetels" "Log" "Accept" "https" "61635" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12945661" "13Jun2023" "14:51:22" "eth1" "fwnetels" "Log" "Accept" "https" "62448" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12945700" "13Jun2023" "14:51:23" "eth1" "fwnetels" "Log" "Accept" "https" "62459" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"12979053" "13Jun2023" "15:19:26" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "52626" "SRV_Beta" "216.123.224.131" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"12979054" "13Jun2023" "15:19:26" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "50805" "SRV_Beta" "216.123.224.131" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"13693675" "14Jun2023" "10:45:52" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "51718" "SRV_Beta" "108.162.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"13741273" "14Jun2023" "11:24:32" "eth1" "fwnetels" "Log" "Accept" "https" "57974" "192.100.100.165" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13759852" "14Jun2023" "11:39:04" "eth1" "fwnetels" "Log" "Accept" "https" "58450" "192.100.100.165" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13759913" "14Jun2023" "11:39:06" "eth1" "fwnetels" "Log" "Accept" "https" "58467" "192.100.100.165" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13759915" "14Jun2023" "11:39:06" "eth1" "fwnetels" "Log" "Accept" "https" "58468" "192.100.100.165" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13850253" "14Jun2023" "13:04:55" "eth1" "fwnetels" "Log" "Accept" "https" "56362" "192.100.100.155" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13855791" "14Jun2023" "13:11:16" "eth1" "fwnetels" "Log" "Accept" "https" "52242" "192.100.100.233" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13855837" "14Jun2023" "13:11:17" "eth1" "fwnetels" "Log" "Accept" "https" "52253" "192.100.100.233" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13855839" "14Jun2023" "13:11:17" "eth1" "fwnetels" "Log" "Accept" "https" "52254" "192.100.100.233" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13864793" "14Jun2023" "13:19:06" "eth1" "fwnetels" "Log" "Accept" "https" "56063" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13908388" "14Jun2023" "13:59:46" "eth1" "fwnetels" "Log" "Accept" "https" "58588" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13927408" "14Jun2023" "14:18:17" "eth1" "fwnetels" "Log" "Accept" "https" "55288" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
